FN1_1,FN1_2,FN1_3,FN1_4,FN1_5,FN1_6,FN1_7,FN1_8,FN1_9,FN1_10,FN1_11,FN1_11_1,FN1_11_2,FN1_11_3,FN1_11_4,FN1_13,FN1_13_1,FN1_14,FN1_15,FN1_16,FN1_17,FN1_18,FN1_19,FN1_20,FN1_21,FN1_21_1,FN1_22,FN1_22_1,FN1_22_2,FN1_23,FN1_24,FN1_24_1,FN2_1,FN2_1_1,FN2_2,FN2_2_1,FN2_3,FN2_3_1,FN2_3_2,FN2_3_3,FN2_3_4,FN2_3_5,FN2_4,FN2_5,FN2_5_1,FN2_7,FN2_8,FN2_9,FN2_10,FN2_10_1,FN3_1,FN3_2,FN3_2_1,FN3_2_2,FN3_3,FN3_4_1,FN3_4_2,FN3_6,FN3_7,FN3_8,FN3_10,FN3_10_1,FN3_11,FN3_11_1,PERF_12M
2972469.0,515968.0,2835984.0,136485,31608.0,0,0,0,0,0,882199,812448,10524,0,370193.0,3488437.0,3843329.0,2050171.0,0,0,1541849,-14930,2035241.0,102000,0,102000,1913487.0,0,0,1913487.0,2015487.0,1768267.0,10744738.0,14225796.0,8002366.0,2742372.0,1361849,1380523,-271503,0,0,0,0,1380523,-271503,33635,465668,948490.0,884241,968491,0,0.0,0,0,100.0,0,0,1875.97,884581,1353378.0,86.12,3004077.0,922298,-1618654,1
2492584.0,943799.0,596645.0,1895939,930172.0,0,0,0,0,0,49933,69409,0,0,13627.0,3436383.0,3296671.0,975273.0,0,1866784,841088,1866784,2842057.0,9000,0,9000,272147.0,0,0,272147.0,281147.0,615034.0,4350619.0,3698208.0,4046857.0,303762.0,154082,149680,70025,0,0,0,27407,149680,70025,8958,30457,128181.0,124732,180929,0,0.0,0,0,100.0,25644,0,3023.86,105976,154843.0,99.6,3422756.0,1517311,1168891,1
2582847.0,785646.0,1272576.0,1310271,540885.0,0,0,0,0,0,772333,1117719,0,0,183100.0,3368493.0,2676155.0,1334444.0,853473,843501,325072,-12640,1321804.0,50000,0,50000,1222795.0,0,0,1222795.0,1272795.0,1141905.0,9321866.0,9633136.0,7759060.0,1562806.0,1809210,-246404,-251147,0,0,0,25881,-246404,-251147,60919,28321,-213806.0,-213863,-258421,0,0.0,0,0,2.92,25668,0,2445.59,-236963,-256613.0,92.73,3123732.0,1248403,702881,1
2898289.0,290362.0,899826.0,1998463,1059.0,0,0,0,0,0,787785,1063518,0,0,224314.0,3188651.0,2758567.0,451161.0,48947,222160,266153,172160,623321.0,50000,0,50000,1658854.0,0,0,1658854.0,1708854.0,1586751.0,5313953.0,4678953.0,4778389.0,535564.0,377793,157771,134401,0,0,0,11547,157771,134401,4740,27335,135176.0,125167,192052,0,0.0,0,0,19.09,11548,0,3317.71,115808,130585.0,90.93,2899348.0,2447128,-45981,1
1744151.0,1420929.0,478138.0,1266013,1420929.0,0,0,0,0,0,285774,163352,0,0,0.0,3165080.0,2621771.0,357409.0,220503,1608000,0,1394209,1751618.0,51000,0,51000,392315.0,0,0,392315.0,443315.0,451930.0,1945546.0,2099453.0,1876587.0,68959.0,96484,-27525,-33409,0,0,0,55646,-27525,-33409,4469,58613,-81669.0,-81667,17201,0,0.0,0,0,19.79,54410,0,769.25,-138244,-27025.0,100.0,3165080.0,1386742,1569957,1
208031.0,2885866.0,148164.0,59867,2512611.0,0,0,0,0,0,15265,79096,0,123436,19471.0,3093897.0,3030148.0,143746.0,0,1783975,98129,1783975,1927721.0,550000,0,550000,140030.0,-1541,0,140030.0,688489.0,627975.0,4388106.0,4813496.0,3146322.0,1241784.0,1000111,241673,144911,0,0,0,104838,241673,144911,2979,107344,137308.0,127089,-2377,0,0.0,0,0,100.0,106294,0,25.18,34032,243257.0,87.94,2720642.0,64285,1709249,1
2869399.0,73371.0,2744438.0,124961,39390.0,0,0,0,0,0,979409,785427,0,0,0.0,2942770.0,3207252.0,1382456.0,0,509620,910133,509620,1892076.0,50000,0,50000,669392.0,0,0,669392.0,719392.0,673582.0,12910364.0,8998250.0,11525139.0,1385225.0,624142,761083,1020563,0,0,0,0,761083,1020563,17369,345,778107.0,611935,880104,0,0.0,0,0,-77777800000000.0,0,0,1338.78,610052,613285.0,98.85,2908789.0,1486943,-394821,1
2191505.0,677191.0,2191505.0,0,433512.0,0,0,0,0,0,272547,333271,0,89393,0.0,2868696.0,2741839.0,583570.0,356638,352911,0,-1227,582343.0,405000,0,405000,1139585.0,0,0,1139585.0,1544585.0,1185345.0,1997714.0,1594681.0,1316536.0,681178.0,254117,427061,180116,0,0,0,4362,427061,180116,2790,4168,425683.0,366147,278130,0,0.0,0,0,1.29,4664,0,281.38,361336,422718.0,91.51,2625017.0,1607935,-324425,1
306355.0,2506172.0,113991.0,192364,2446355.0,0,0,0,0,0,73649,140700,0,0,59817.0,2812527.0,2854044.0,270066.0,0,1856546,97109,1856546,2126612.0,200000,0,200000,345594.0,0,0,345594.0,545594.0,550957.0,839287.0,684190.0,696642.0,142645.0,82471,60174,-6128,0,0,0,71578,60174,-6128,161,69384,-9049.0,-9052,-24004,0,0.0,0,0,100.0,69989,0,172.8,-75868,66708.0,97.87,2752710.0,36289,1848980,1
1645270.0,1141721.0,1143364.0,501906,1038775.0,0,0,0,0,0,217363,150721,0,0,0.0,2786991.0,2845388.0,267581.0,0,1816278,241394,1816278,2083859.0,350000,0,350000,584282.0,0,0,584282.0,934282.0,871045.0,9297929.0,7264500.0,8739093.0,558836.0,185577,373259,412676,0,0,0,69303,373259,412676,5,71991,301273.0,265277,153540,0,0.0,0,0,100.0,67966,0,166.94,191780,346757.0,96.31,2684045.0,1377689,1614571,1
1538833.0,1018798.0,1521352.0,17481,995932.0,0,0,0,0,0,645612,529525,0,0,21560.0,2557631.0,747452.0,1381583.0,542439,902409,657520,347405,1728988.0,99000,0,99000,729019.0,0,0,729019.0,828019.0,899141.0,8939846.0,6460894.0,8350412.0,589434.0,562847,26587,12657,0,0,0,68616,26587,12657,66017,73940,18664.0,15500,-245,0,0.0,0,0,10.93,66573,0,736.38,-2203,35318.0,99.11,2534765.0,157250,959964,1
844445.0,1690261.0,811929.0,32516,1643769.0,0,0,0,0,0,804431,361444,0,0,4362.0,2534706.0,3233592.0,687961.0,373611,1157211,234610,817774,1505735.0,100000,0,100000,667478.0,0,0,667478.0,767478.0,688229.0,4944815.0,5075490.0,4526219.0,418596.0,261749,156847,203931,0,0,0,16710,156847,203931,21557,21431,156973.0,140431,9757,0,0.0,0,0,4.51,17635,0,667.48,126147,155940.0,98.17,2488214.0,156484,1084498,1
2046068.0,444640.0,388490.0,1657578,345084.0,0,0,0,0,0,289605,324666,0,0,0.0,2490708.0,2885123.0,1495741.0,0,9924,454561,9924,1505665.0,200000,390420,590420,1662956.0,0,0,2053376.0,2253376.0,2208396.0,4907066.0,4484199.0,4387450.0,519616.0,575291,-55675,-46766,0,0,0,861,-55675,-46766,53795,47585,-49465.0,-61630,15575,0,0.0,0,0,100.0,861,0,1026.69,-63008,-25749.0,96.0,2391152.0,550327,-34638,1
1963163.0,441070.0,1963163.0,0,138844.0,0,0,0,0,0,418910,343231,0,0,278199.0,2404233.0,1971173.0,182061.0,280,200880,104101,200880,382941.0,30000,0,30000,1148789.0,0,0,1148789.0,1178789.0,856065.0,1027813.0,867517.0,352901.0,674912.0,572807,102105,202691,0,0,0,12429,102105,202691,46759,23314,125550.0,122222,200958,0,0.0,0,0,97.82,12577,0,3829.3,156063,109583.0,87.43,2102007.0,1781102,-152968,1
1830241.0,570735.0,559273.0,1270968,508814.0,0,0,0,0,0,551991,587839,0,35091,26830.0,2400976.0,2505508.0,702445.0,621683,1416099,10249,933543,1635988.0,125000,0,125000,1075601.0,0,0,1075601.0,1200601.0,1313672.0,7011322.0,5817787.0,6961112.0,50210.0,117123,-66913,-53171,0,0,0,56685,-66913,-53171,920,72202,-138195.0,-138197,-58916,0,0.0,0,0,8.38,56827,0,860.48,-187489,-62604.0,97.42,2339055.0,1127796,1304552,1
2065241.0,276675.0,1429048.0,636193,246297.0,0,0,0,0,0,1323370,794144,0,0,1965.0,2341916.0,2201793.0,211032.0,43907,1747262,15962,1706123,1917155.0,401000,0,401000,212135.0,0,0,212135.0,613135.0,617736.0,2802341.0,1893170.0,2353636.0,448705.0,482746,-34041,51745,0,0,0,47854,-34041,51745,86009,55779,-3811.0,-5134,-4500,0,0.0,0,0,51.2,46067,0,52.9,-42813,-20568.0,98.7,2311538.0,1854209,1568734,1
465046.0,1798795.0,32165.0,432881,1793560.0,0,0,0,0,0,0,397412,0,0,5235.0,2263841.0,2178328.0,563723.0,316408,1875418,0,1554779,2118502.0,650000,0,650000,334986.0,-3090,0,334986.0,981896.0,599491.0,482693.0,392357.0,402550.0,80143.0,58422,21721,40650,0,0,0,31837,21721,40650,299,31848,-9828.0,-10428,5540,0,0.0,0,0,9.2,32040,0,51.06,-41362,20223.0,99.77,2258606.0,-98677,1829072,1
2066704.0,135495.0,1961214.0,105490,42301.0,0,0,0,0,0,711915,57213,0,0,0.0,2202199.0,1871171.0,597684.0,520686,508027,11525,4021,601705.0,200000,0,200000,1178879.0,0,0,1178879.0,1378879.0,1317296.0,6461151.0,6473034.0,5562091.0,899060.0,974823,-75763,-121545,0,0,0,21819,-75763,-121545,79365,59122,-55520.0,-55519,-126640,0,0.0,0,0,4.02,21819,0,589.44,-77402,-72842.0,95.77,2109005.0,1469020,-843058,1
1843035.0,353284.0,1397685.0,445350,338598.0,0,0,0,0,0,1071084,1566765,0,3799,10887.0,2196319.0,2079647.0,478904.0,0,821386,121777,821386,1300290.0,463000,0,463000,318224.0,0,0,318224.0,781224.0,403027.0,2691600.0,2832009.0,2044736.0,646864.0,680254,-33390,11376,0,0,0,25653,-33390,11376,5115,25126,-53401.0,-55046,-49838,0,0.0,0,0,100.0,25651,0,68.73,-79705,-26148.0,99.33,2181633.0,1364131,714588,1
1520594.0,533851.0,1520594.0,0,397328.0,0,0,0,0,0,418377,641538,0,0,0.0,2054445.0,1352929.0,132785.0,0,497086,87293,497086,629871.0,196000,0,196000,1666282.0,0,0,1666282.0,1862282.0,1733154.0,7879744.0,7556903.0,6540022.0,1339722.0,218971,1120751,395858,0,0,0,9015,1120751,395858,12920,12861,1120810.0,863275,380114,0,0.0,0,0,100.0,9211,0,850.14,861841,890771.0,93.35,1917922.0,1387809,-754591,1
1095898.0,732419.0,1095898.0,0,677407.0,0,0,0,0,0,273992,518778,0,0,54882.0,1828317.0,1671423.0,1250597.0,1166039,1139152,45622,9085,1259682.0,320000,0,320000,326319.0,0,0,326319.0,646319.0,506806.0,555497.0,852509.0,397746.0,157751.0,115938,41813,86858,0,0,0,33881,41813,86858,16037,33683,24167.0,22047,28727,0,0.0,0,0,2.89,34753,0,101.97,-1562,42442.0,96.99,1773305.0,-154699,1183214,1
1518201.0,259739.0,953784.0,564417,76474.0,0,0,0,0,0,425821,142114,0,7894,0.0,1777940.0,1052543.0,378326.0,13829,860386,323042,892447,1270773.0,30000,0,30000,728319.0,0,0,728319.0,758319.0,684297.0,1523298.0,2457073.0,696092.0,827206.0,742541,84665,57567,0,0,0,31162,84665,57567,5512,30280,59897.0,56681,48868,0,0.0,0,0,68.97,30737,0,2427.73,24426,81905.0,89.69,1594675.0,1139875,811317,1
227185.0,1358129.0,117095.0,110090,1355529.0,0,0,0,0,0,118481,331912,0,2600,0.0,1585314.0,2141763.0,1137949.0,30104,818425,116829,789067,1927016.0,156000,0,156000,21121.0,0,0,21121.0,177121.0,176933.0,842738.0,831861.0,710260.0,132478.0,110621,21857,58922,0,0,0,14412,21857,58922,1817,21335,2339.0,828,25442,0,0.0,0,0,31.07,13571,0,13.54,-11986,22354.0,99.84,1582714.0,-910764,796093,1
1498100.0,57032.0,1004748.0,493352,33469.0,0,0,0,0,0,867781,852600,0,0,4306.0,1555132.0,1537012.0,1328070.0,368163,482791,917163,132171,1460241.0,103000,0,103000,305990.0,0,0,305990.0,408990.0,375963.0,1617082.0,1833833.0,1363651.0,253431.0,196723,56708,-226094,0,0,0,13714,56708,-226094,3724,25904,34528.0,31166,41605,0,0.0,0,0,3.6,13761,0,297.08,21843,52883.0,98.48,1531569.0,170030,348272,1
1220286.0,118429.0,731228.0,489058,46254.0,0,0,0,0,0,0,397412,0,0,1026.0,1338715.0,506624.0,240100.0,128000,129332,86286,2243,242343.0,200000,0,200000,112985.0,0,0,112985.0,312985.0,191975.0,4806550.0,4117852.0,4241896.0,564654.0,675743,-111089,-28638,0,0,0,1245,-111089,-28638,14084,3698,-100703.0,-100775,-11634,0,0.0,0,0,0.93,1208,0,56.49,-101995,-111007.0,94.61,1266540.0,980186,125876,1
344113.0,951067.0,334323.0,9790,76158.0,0,0,0,0,0,167179,222023,0,746474,96353.0,1295180.0,811745.0,243293.0,36726,746992,7140,710345,953638.0,200000,398826,598826,-239081.0,0,0,159745.0,359745.0,174233.0,879588.0,162367.0,306183.0,573405.0,685538,-112133,362417,0,0,0,11411,-112133,362417,102331,11503,-21305.0,-25001,250558,0,0.0,0,0,23.41,11223,0,79.87,-36174,-115065.0,32.45,420271.0,100820,676997,1
1125223.0,109124.0,826363.0,298860,40996.0,0,0,0,0,0,875783,607063,0,0,0.0,1234347.0,813551.0,449008.0,203987,421702,207381,217702,666710.0,200000,0,200000,343822.0,-384,0,343822.0,543438.0,485920.0,5973414.0,219159.0,4954434.0,1018980.0,628128,390852,652353,0,0,0,19129,390852,652353,12948,20237,383563.0,366341,-1157627,0,0.0,0,0,8.87,19860,0,171.72,345963,377618.0,94.48,1166219.0,676215,458760,1
467706.0,709059.0,375508.0,92198,268534.0,0,0,0,0,0,271768,180358,0,0,0.0,1176765.0,1066745.0,671043.0,119340,378177,432361,260686,931729.0,53000,0,53000,244097.0,0,0,244097.0,297097.0,67603.0,1970387.0,3060393.0,1437556.0,532831.0,488633,44198,15107566,0,0,0,46680,44198,15107566,3394,51561,-3969.0,-3970,9881770,0,0.0,0,0,27.42,45096,0,460.56,-44250,48730.0,62.56,736240.0,-203337,336232,1
1072364.0,99435.0,744983.0,327381,14474.0,0,0,0,0,0,412143,141272,0,0,0.0,1171799.0,957737.0,427585.0,194899,373867,126597,179063,606648.0,50000,0,50000,354732.0,0,0,354732.0,404732.0,394915.0,2798576.0,3390193.0,2802492.0,-3916.0,130014,-133930,-31901,0,0,0,11657,-133930,-31901,21477,24600,-137053.0,-137165,24456,0,0.0,0,0,5.47,11281,0,709.46,-150345,-135961.0,92.75,1086838.0,644779,327624,1
746610.0,352682.0,146258.0,600352,342772.0,0,0,0,0,0,122279,54383,0,0,0.0,1099292.0,1044874.0,1492.0,0,624170,0,624170,625662.0,297000,0,297000,297099.0,0,0,297099.0,594099.0,583049.0,378568.0,321931.0,267346.0,111222.0,116112,-4890,-61426,0,0,0,18578,-4890,-61426,1040,19424,-23274.0,-23279,-45500,0,0.0,0,0,100.0,17938,0,100.03,-42925,9305.0,99.1,1089382.0,745118,572819,1
890014.0,139191.0,838667.0,51347,109838.0,0,0,0,0,0,396677,298417,0,0,0.0,1029205.0,747808.0,483492.0,97680,282675,308839,184188,667680.0,47000,0,47000,25253.0,0,0,25253.0,72253.0,-370127.0,4303243.0,3706326.0,4121679.0,181564.0,294189,-112625,41253,0,0,0,7403,-112625,41253,2345,7468,-117748.0,-117750,39748,0,0.0,0,0,7.23,7609,0,53.73,-124815,-113123.0,97.15,999852.0,406522,105477,1
612979.0,412674.0,612979.0,0,355770.0,0,0,0,0,0,301947,280243,1915,0,5210.0,1025653.0,1260612.0,889247.0,16345,0,181466,-13866,875381.0,191000,0,191000,-200638.0,-1164,0,-200638.0,-10802.0,-162576.0,4028882.0,6037736.0,2839658.0,1189224.0,1068888,120336,214090,0,0,0,3728,120336,214090,15073,3805,131604.0,123105,21638,0,0.0,0,0,17.99,1671,0,-105.66,120812,114775.0,94.45,968749.0,-276268,24528,1
955358.0,32208.0,835257.0,120101,18019.0,0,0,0,0,0,327366,293190,0,0,0.0,987566.0,986470.0,399201.0,139780,276271,240338,138483,537684.0,257000,0,257000,32716.0,0,0,32716.0,289716.0,447321.0,2494809.0,575450.0,2088995.0,405814.0,736665,-330851,1197721,0,0,0,7216,-330851,1197721,21565,12622,-321908.0,-321893,756055,0,0.0,0,0,5.07,7458,0,12.73,-310595,-323695.0,98.56,973377.0,556157,241765,1
462423.0,442813.0,436988.0,25435,432383.0,0,0,0,0,0,118610,263952,0,0,9357.0,905236.0,593326.0,959724.0,734820,620216,72397,-148789,810935.0,50000,0,50000,203959.0,0,0,203959.0,253959.0,78638.0,1649687.0,942006.0,1361640.0,288047.0,118443,169604,60904,0,0,0,34165,169604,60904,8365,34810,143159.0,143156,147137,0,0.0,0,0,4.37,33619,0,407.92,113409,177154.0,98.85,894806.0,-497301,4309,1
842630.0,15834.0,842630.0,0,5552.0,0,0,0,0,0,558617,478740,0,0,0.0,858464.0,731091.0,7565.0,0,115843,880,115843,123408.0,48000,0,48000,561078.0,0,0,561078.0,609078.0,436826.0,1563763.0,1524394.0,1244512.0,319251.0,158121,161130,210879,0,0,0,3603,161130,210879,32705,3664,190171.0,171445,156659,0,0.0,0,0,100.0,3701,0,1168.91,169217,146070.0,98.8,848182.0,835065,74513,1
613931.0,228336.0,603604.0,10327,2313.0,0,0,0,0,0,533582,449616,0,184651,40692.0,842267.0,810686.0,454041.0,0,102122,163533,102122,556163.0,50000,0,50000,519316.0,0,0,519316.0,569316.0,538403.0,668968.0,630126.0,183104.0,485864.0,495845,-9981,27203,0,0,0,989,-9981,27203,9548,1126,-1559.0,-1568,10812,0,0.0,0,0,100.0,989,0,1038.63,8434,5858.0,73.16,616244.0,159890,-18675,1
704882.0,57801.0,704882.0,0,33017.0,0,0,0,0,0,220725,912339,0,0,0.0,762683.0,1025100.0,167714.0,0,43072,156377,43072,210786.0,51000,0,51000,331621.0,0,0,331621.0,382621.0,558445.0,1739222.0,1390309.0,1371060.0,368162.0,194238,173924,581337,0,0,0,3717,173924,581337,10403,2957,181370.0,93052,78802,0,0.0,0,0,100.0,3683,0,650.24,89051,89011.0,96.75,737899.0,537168,-275618,1
666647.0,49863.0,580789.0,85858,8141.0,0,0,0,0,0,253326,252426,0,0,0.0,716510.0,537645.0,321668.0,40566,396791,197188,356980,678648.0,47000,0,47000,91396.0,0,0,91396.0,138396.0,59254.0,2265562.0,2553956.0,2225383.0,40179.0,131610,-91431,6125,0,0,0,8364,-91431,6125,745,24102,-114788.0,-114781,-3894,0,0.0,0,0,16.86,8224,0,194.46,-123335,-92301.0,94.18,674788.0,344979,315487,1
349559.0,327416.0,163289.0,186270,265459.0,0,0,0,0,0,117313,120010,0,0,0.0,676975.0,471248.0,335804.0,0,337030,17791,342030,677834.0,20000,0,20000,70676.0,0,0,70676.0,90676.0,75976.0,904301.0,1451341.0,732585.0,171716.0,229231,-57515,-65415,0,0,0,8101,-57515,-65415,560,8869,-65824.0,-65824,-68718,0,0.0,0,0,100.0,8507,0,353.38,-73755,-57262.0,90.85,615018.0,13755,310576,1
587445.0,49760.0,312045.0,275400,0.0,0,0,0,0,0,17864,26240,0,1105,0.0,637205.0,504375.0,341741.0,0,0,43789,0,341741.0,147000,55693,202693,-194150.0,0,0,-138457.0,8543.0,-38060.0,543407.0,427656.0,481815.0,61592.0,150485,-88893,795567,0,0,0,0,-88893,795567,10288,10522,-89127.0,-100067,92043,0,0.0,0,0,-77777800000000.0,0,0,-94.19,-100038,-97041.0,92.19,587445.0,245704,-194696,1
608452.0,2071.0,465041.0,143411,2071.0,0,0,0,0,0,426663,380662,0,0,0.0,610523.0,451184.0,306006.0,103844,109241,116358,789,306795.0,10000,0,10000,179897.0,0,0,179897.0,189897.0,114236.0,3583510.0,2935486.0,3125685.0,457825.0,298355,159470,144097,0,0,0,0,159470,144097,6775,101,166144.0,137144,120477,0,0.0,0,0,0.0,0,0,1798.97,137302,132407.0,100.0,610523.0,302446,34403,1
506610.0,55705.0,274315.0,232295,17114.0,0,0,0,0,0,59312,104685,0,0,0.0,562315.0,615420.0,19210.0,0,78615,0,78615,97825.0,48000,0,48000,553235.0,0,0,553235.0,601235.0,598812.0,1121972.0,1087936.0,854716.0,267256.0,183421,83835,172993,0,0,0,841,83835,172993,8502,2128,90209.0,81773,89967,0,0.0,0,0,100.0,841,0,1152.57,81093,78223.0,93.14,523724.0,487400,-236215,1
525604.0,30000.0,221578.0,304026,0.0,0,0,0,0,0,28837,49167,0,0,0.0,555604.0,681231.0,55680.0,28761,200000,13903,169053,224733.0,104000,0,104000,224215.0,0,0,224215.0,328215.0,203872.0,4036489.0,4849716.0,3453549.0,582940.0,483929,99011,748920,0,0,0,6709,99011,748920,34740,28490,105261.0,105262,122912,0,0.0,0,0,19.83,7113,0,215.59,99569,126386.0,94.6,525604.0,469924,159169,1
449753.0,102340.0,447012.0,2741,78642.0,0,0,0,0,0,213635,108249,0,0,0.0,552093.0,511654.0,526357.0,80920,80399,366720,-547,525810.0,15000,0,15000,206967.0,0,0,206967.0,221967.0,203492.0,6764728.0,7018822.0,6674073.0,90655.0,313213,-222558,100329,0,0,0,0,-222558,100329,63,44,-222539.0,-235484,-122137,0,0.0,0,0,0.0,0,0,1379.78,-235423,-228103.0,95.71,528395.0,-76604,69143,1
340392.0,199924.0,239690.0,100702,199924.0,0,0,0,0,0,104010,60651,0,0,0.0,540316.0,483747.0,158817.0,0,363895,147868,467046,625863.0,5000,0,5000,119432.0,0,0,119432.0,124432.0,60152.0,561963.0,540438.0,265320.0,296643.0,343440,-46797,-53328,0,0,0,2378,-46797,-53328,1646,2605,-47756.0,-47764,-46573,0,0.0,0,0,100.0,2347,0,2388.64,-50044,-46150.0,100.0,540316.0,181575,326670,1
451937.0,38490.0,359154.0,92783,0.0,0,0,0,0,0,59135,46831,0,0,0.0,490427.0,492270.0,244856.0,216126,221877,27474,5848,250704.0,50000,0,50000,122250.0,0,0,122250.0,172250.0,76970.0,898694.0,1220278.0,721457.0,177237.0,181527,-4290,179897,0,0,0,0,-4290,179897,1644,724,-3370.0,-4467,7473254,0,0.0,0,0,0.0,0,0,244.5,-4466,151.0,92.15,451937.0,207081,132325,1
265223.0,126210.0,144693.0,120530,27524.0,0,0,0,0,0,118968,46328,0,0,0.0,391433.0,239842.0,79920.0,10334,10214,13316,-206,79714.0,31000,0,31000,27717.0,0,0,27717.0,58717.0,46551.0,661533.0,399041.0,432262.0,229271.0,166744,62527,95367,0,0,0,0,62527,95367,2784,165,65146.0,57062,26016,0,0.0,0,0,0.0,0,0,89.41,57100,55576.0,74.79,292747.0,185303,-44905,1
218115.0,172268.0,197399.0,20716,20366.0,0,0,0,0,0,190635,236397,0,0,147035.0,390383.0,410200.0,117247.0,92000,77842,0,-10906,106341.0,100000,0,100000,133381.0,0,0,133381.0,233381.0,78112.0,1076358.0,1093042.0,734042.0,342316.0,228741,113575,87369,0,0,0,3562,113575,87369,526,3768,110333.0,108953,110696,0,0.0,0,0,3.98,3812,0,133.38,105108,117504.0,61.09,238481.0,100868,87600,1
256771.0,80092.0,137227.0,119544,23486.0,0,0,0,0,0,26511,72302,0,0,18306.0,336863.0,325050.0,133735.0,32719,32672,44204,219,133954.0,160000,0,160000,8137.0,0,0,8137.0,168137.0,143375.0,372054.0,340518.0,155299.0,216755.0,211590,5165,17837,0,0,0,0,5165,17837,3942,6395,2712.0,2098,-49656,0,0.0,0,0,0.0,0,0,5.09,4177,22964.0,83.2,280257.0,123036,-153659,1
271578.0,20000.0,220381.0,51197,0.0,0,0,0,0,0,121839,23125,0,0,0.0,291578.0,327470.0,90648.0,0,0,880,0,90648.0,51000,0,51000,51953.0,0,0,51953.0,102953.0,20567.0,541607.0,567900.0,434962.0,106645.0,90793,15852,79098,0,0,0,0,15852,79098,302,354,15800.0,9091,230112,0,0.0,0,0,-77777800000000.0,0,0,101.87,9200,9804.0,93.14,271578.0,180930,-118657,1
250669.0,40789.0,96373.0,154296,0.0,0,0,0,0,0,2303,4111,0,0,17719.0,291458.0,254575.0,39104.0,0,0,25213,0,39104.0,50000,0,50000,198160.0,0,0,198160.0,248160.0,195613.0,1679126.0,997171.0,1575319.0,103807.0,95352,8455,-5153,0,0,0,0,8455,-5153,6625,65,15015.0,13683,14515,0,0.0,0,0,-77777800000000.0,0,0,396.32,13697,10213.0,86.01,250669.0,211565,-2985,1
181613.0,104420.0,160425.0,21188,64653.0,0,0,0,0,0,65028,91436,0,5353,0.0,286033.0,122643.0,483803.0,449993,446573,14853,-3427,480376.0,99000,0,99000,63339.0,0,0,63339.0,162339.0,150391.0,455545.0,458034.0,274525.0,181020.0,180149,871,-131174,0,0,0,159,871,-131174,4341,3,5209.0,5192,-34822,0,0.0,0,0,0.04,159,0,63.98,5070,3971.0,86.1,246266.0,-302190,258753,1
171056.0,96104.0,170176.0,880,22361.0,0,0,0,0,0,12181,11759,0,73743,0.0,267160.0,95515.0,172471.0,153177,207230,7496,50569,223040.0,50000,0,50000,16447.0,0,0,16447.0,66447.0,27456.0,239729.0,86690.0,0.0,239729.0,223545,16184,30609,0,0,0,4772,16184,30609,11568,4715,23037.0,18940,-57467,0,0.0,0,0,3.02,4777,0,32.89,17647,15095.0,72.4,193417.0,-1415,84364,1
204800.0,6009.0,204800.0,0,0.0,0,0,0,0,0,158034,166647,0,0,0.0,210809.0,81271.0,71929.0,0,71159,0,71159,143088.0,30000,0,30000,124781.0,0,0,124781.0,154781.0,188392.0,617683.0,577427.0,0.0,617683.0,583437,34246,-174854,0,0,0,220,34246,-174854,7250,1532,39964.0,39418,-3742,0,0.0,0,0,100.0,220,0,415.94,40056,43388.0,97.15,204800.0,132871,48543,1
146832.0,44669.0,116187.0,30645,34669.0,0,0,0,0,0,8525,37342,0,0,0.0,191501.0,308253.0,248366.0,194410,209292,0,23722,272088.0,175000,0,175000,-361066.0,0,0,-361066.0,-186066.0,-96032.0,349379.0,420347.0,386047.0,-36668.0,113526,-150194,-21476,0,0,0,3767,-150194,-21476,28377,3711,-125528.0,-125528,-6120,0,0.0,0,0,1.9,3767,0,-206.32,-129304,-148547.0,94.78,181501.0,-101534,182284,1
96559.0,531.0,96559.0,0,531.0,0,0,0,0,0,1654,1592,0,0,0.0,97090.0,63409.0,5931.0,0,0,4918,0,5931.0,48000,0,48000,59431.0,0,0,59431.0,107431.0,93330.0,72598.0,28837.0,76487.0,-3889.0,40541,-44430,116856,0,0,0,0,-44430,116856,13344,14,-31100.0,-31109,125525,0,0.0,0,0,-77777800000000.0,0,0,123.81,-27994,-43031.0,100.0,97090.0,90628,-5525,1
47551.0,30000.0,36898.0,10653,0.0,0,0,0,0,0,247,12023,0,0,0.0,77551.0,201144.0,885.0,0,96111,0,96111,96996.0,95000,0,95000,-96784.0,0,0,-96784.0,-1784.0,24938.0,2564.0,11611.0,0.0,2564.0,51558,-48994,-104394,0,0,0,0,-48994,-104394,66,0,-48928.0,-48930,-95971,0,0.0,0,0,-77777800000000.0,0,0,-101.88,-48869,-48985.0,61.32,47551.0,46666,73150,1
8352.0,0.0,8352.0,0,0.0,0,0,0,0,0,0,397412,0,0,0.0,8352.0,9403.0,87275.0,63389,120283,0,57144,144419.0,24000,0,24000,-91959.0,0,0,-91959.0,-67959.0,-63561.0,12041.0,42313.0,2645.0,9396.0,63989,-54593,-66860,0,0,0,2235,-54593,-66860,48584,2235,-8244.0,-8244,26881,0,0.0,0,0,3.53,2322,0,-383.16,-10314,-55403.0,100.0,8352.0,-78923,116721,1
